name,blurb,goal,slug,disable_communication,country,deadline,state_changed_at,created_at,launched_at,staff_pick,backers_count,category,urls,deadline_weekday,state_changed_at_weekday,created_at_weekday,launched_at_weekday,deadline_month,deadline_day,deadline_hr,state_changed_at_month,state_changed_at_day,state_changed_at_hr,created_at_month,created_at_day,created_at_hr,launched_at_month,launched_at_day,launched_at_hr,create_to_launch,launch_to_deadline,launch_to_state_change,create_to_launch_days,launch_to_deadline_days,launch_to_state_change_days,SuccessfulBool,USorGB,TOPCOUNTRY,LaunchedTuesday,DeadlineWeekend
Protecting India's Siang River,Asia's Siang River runs freely for 1800 miles and is now threatened by large-scale dams.  Empower local tribes who's ancestral lands will be drowned.,7500.0,protect-indias-siang-river-south-asias-biggest-und,False,US,1/5/2011 14:01,1/5/2011 14:01,10/4/2010 15:42,10/7/2010 14:01,False,1,Software,"{""web"":{""project"":""https://www.kickstarter.com/projects/136296214/protect-indias-siang-river-south-asias-biggest-und?ref=category"",""rewards"":""https://www.kickstarter.com/projects/136296214/protect-indias-siang-river-south-asias-biggest-und/rewards""}}",Wednesday,Wednesday,Monday,Thursday,1,5,14,1,5,14,10,4,15,10,7,14,2 days 22:18:43.000000000,90 days 00:00:00.000000000,90 days 00:00:03.000000000,2,90,90,0,1,1,0,0
The world's ONLY PROVEN calorie burning cooling vest,"The worldâs first and ONLY LAB-PROVEN cooling vest shown to burn 500 calories in a few hours, just by wearing it.",5800.0,the-worlds-only-proven-calorie-burning-weight-loss,True,US,3/26/2015 15:37,3/12/2015 18:31,2/5/2015 11:11,2/24/2015 15:37,False,818,Wearables,"{""web"":{""project"":""https://www.kickstarter.com/projects/1410466887/the-worlds-only-proven-calorie-burning-weight-loss?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1410466887/the-worlds-only-proven-calorie-burning-weight-loss/rewards""}}",Thursday,Thursday,Thursday,Tuesday,3,26,15,3,12,18,2,5,11,2,24,15,19 days 04:25:45.000000000,30 days 00:00:00.000000000,16 days 02:54:36.000000000,19,30,16,0,1,1,1,0
A web browser dedicated to your healthcare,NervCell is a web browser that will be a platform for health innovation and will securely connect millions of doctors and patients.,5000.0,a-web-browser-dedicated-to-your-healthcare,False,US,8/19/2011 8:16,8/19/2011 8:16,6/13/2011 19:11,6/20/2011 8:16,False,7,Software,"{""web"":{""project"":""https://www.kickstarter.com/projects/mdilab/a-web-browser-dedicated-to-your-healthcare?ref=category"",""rewards"":""https://www.kickstarter.com/projects/mdilab/a-web-browser-dedicated-to-your-healthcare/rewards""}}",Friday,Friday,Monday,Monday,8,19,8,8,19,8,6,13,19,6,20,8,6 days 13:05:30.000000000,60 days 00:00:00.000000000,60 days 00:00:00.000000000,6,60,60,0,1,1,0,0
Revolutionize Website Building and Management,W.A.M.Kit - The only Complete Website Building Platform giving you the control to build your website your way!,15000.0,revolutionize-website-building-and-management,False,US,12/7/2012 20:00,12/7/2012 20:00,10/11/2012 11:22,10/29/2012 17:24,False,5,Software,"{""web"":{""project"":""https://www.kickstarter.com/projects/wamkit/revolutionize-website-building-and-management?ref=category"",""rewards"":""https://www.kickstarter.com/projects/wamkit/revolutionize-website-building-and-management/rewards""}}",Friday,Friday,Thursday,Monday,12,7,20,12,7,20,10,11,11,10,29,17,18 days 06:01:36.000000000,39 days 02:35:30.000000000,39 days 02:36:07.000000000,18,39,39,0,1,1,0,0
Scrooge and the Seven Dwarves by Sleeping Trees,Scrooge and the Seven Dwarves: The one person who can save Christmas is the one man who hates it most of all.,2000.0,scrooge-and-the-seven-dwarves-by-sleeping-trees,False,GB,12/2/2016 11:21,12/2/2016 11:21,10/26/2016 11:23,11/2/2016 11:21,False,27,Musical,"{""web"":{""project"":""https://www.kickstarter.com/projects/306327141/scrooge-and-the-seven-dwarves-by-sleeping-trees?ref=category"",""rewards"":""https://www.kickstarter.com/projects/306327141/scrooge-and-the-seven-dwarves-by-sleeping-trees/rewards""}}",Friday,Friday,Wednesday,Wednesday,12,2,11,12,2,11,10,26,11,11,2,11,6 days 23:57:50.000000000,30 days 00:00:00.000000000,30 days 00:00:01.000000000,6,30,30,1,1,1,0,0
Impend 360 Multi-Functional Mouse (Suspended),Impend 360 Swirl Edition is your keyboard a Swirl* away.,200000.0,impend-360-multi-functional-mouse,True,CA,10/28/2016 18:33,9/1/2016 13:22,11/18/2015 14:22,8/29/2016 18:33,False,1,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/2046380865/impend-360-multi-functional-mouse?ref=category"",""rewards"":""https://www.kickstarter.com/projects/2046380865/impend-360-multi-functional-mouse/rewards""}}",Friday,Thursday,Wednesday,Monday,10,28,18,9,1,13,11,18,14,8,29,18,285 days 04:11:13.000000000,60 days 00:00:00.000000000,2 days 18:48:40.000000000,285,60,2,0,0,0,0,0
GhostDash: Augmented Reality Ghost Car and HUD,Bring racing games to life! A Head Up Display (HUD) for racing that projects a ghost car for real time feedback and coaching.,43500.0,ghostdash-augmented-reality-ghost-car-and-hud,False,US,11/19/2014 23:59,11/19/2014 23:59,10/4/2014 8:16,10/20/2014 9:27,False,19,Gadgets,"{""web"":{""project"":""https://www.kickstarter.com/projects/ghostdash/ghostdash-augmented-reality-ghost-car-and-hud?ref=category"",""rewards"":""https://www.kickstarter.com/projects/ghostdash/ghostdash-augmented-reality-ghost-car-and-hud/rewards""}}",Wednesday,Wednesday,Saturday,Monday,11,19,23,11,19,23,10,4,8,10,20,9,16 days 01:11:50.000000000,30 days 14:31:10.000000000,30 days 14:31:12.000000000,16,30,30,0,1,1,0,0
Pick and Place Machine and/or Automatic SMT Feeders,The ProtoVoltaics Pick and Place machine is used to accurately place surface-mount devices (SMDs) onto a printed circuit board (PCB).,50000.0,pick-and-place-machine-by-protovoltaics,False,US,10/19/2015 22:59,10/19/2015 22:59,3/23/2015 13:08,9/15/2015 6:19,False,6,Robots,"{""web"":{""project"":""https://www.kickstarter.com/projects/protovoltaics/pick-and-place-machine-by-protovoltaics?ref=category"",""rewards"":""https://www.kickstarter.com/projects/protovoltaics/pick-and-place-machine-by-protovoltaics/rewards""}}",Monday,Monday,Monday,Tuesday,10,19,22,10,19,22,3,23,13,9,15,6,175 days 17:11:07.000000000,34 days 16:39:44.000000000,34 days 16:39:47.000000000,175,34,34,0,1,1,1,0
Birds Eye View,"GPS clothing that can be monitored by smartphone or web-access for parents,prisons,day-cares,etc
(shoes,jackets,pants,etc)",300000.0,birds-eye-view,False,US,6/10/2016 21:24,6/10/2016 21:24,3/26/2016 23:49,5/11/2016 21:24,False,0,Wearables,"{""web"":{""project"":""https://www.kickstarter.com/projects/1577853112/birds-eye-view?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1577853112/birds-eye-view/rewards""}}",Friday,Friday,Saturday,Wednesday,6,10,21,6,10,21,3,26,23,5,11,21,45 days 21:35:24.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,45,30,30,0,1,1,0,0
nio Card - The world's first Bitcoin payment smartcard,"A multi-purpose, Bluetooth smartcard with NFC that can make and receive Bitcoin payments and prevents the loss of your phone.",35000.0,nio-card-a-smart-card-which-upgrades-your-phone-an,False,GB,12/10/2013 11:19,12/10/2013 11:19,10/8/2013 5:06,11/8/2013 11:19,False,343,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/1459210729/nio-card-a-smart-card-which-upgrades-your-phone-an?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1459210729/nio-card-a-smart-card-which-upgrades-your-phone-an/rewards""}}",Tuesday,Tuesday,Tuesday,Friday,12,10,11,12,10,11,10,8,5,11,8,11,31 days 06:12:38.000000000,32 days 00:00:00.000000000,32 days 00:00:04.000000000,31,32,32,0,1,1,0,0
Simply the Best Children's Musical Theater in Las Vegas!,"Broadway West would like to obtain a larger studio space for lessons, a place for rehearsals and children's musical theatre.",10000.0,a-theatre-for-broadway-west,False,US,2/10/2015 13:42,2/10/2015 13:42,11/27/2014 20:19,12/12/2014 13:42,False,8,Musical,"{""web"":{""project"":""https://www.kickstarter.com/projects/637424896/a-theatre-for-broadway-west?ref=category"",""rewards"":""https://www.kickstarter.com/projects/637424896/a-theatre-for-broadway-west/rewards""}}",Tuesday,Tuesday,Thursday,Friday,2,10,13,2,10,13,11,27,20,12,12,13,14 days 17:23:04.000000000,60 days 00:00:00.000000000,60 days 00:00:00.000000000,14,60,60,0,1,1,0,0
"The Irish play MISTERMAN by Enda Walsh, heads to Boulder",An Irish show about mental illness though the eyes of the man experiencing it. Support this show and help get it to Boulder and NYC.,10500.0,the-irish-play-misterman-by-enda-walsh-heads-to-bo,False,US,3/4/2015 22:00,3/4/2015 22:00,10/13/2014 14:43,2/2/2015 16:31,False,197,Plays,"{""web"":{""project"":""https://www.kickstarter.com/projects/misterman/the-irish-play-misterman-by-enda-walsh-heads-to-bo?ref=category"",""rewards"":""https://www.kickstarter.com/projects/misterman/the-irish-play-misterman-by-enda-walsh-heads-to-bo/rewards""}}",Wednesday,Wednesday,Monday,Monday,3,4,22,3,4,22,10,13,14,2,2,16,112 days 01:47:09.000000000,30 days 05:28:59.000000000,30 days 05:29:12.000000000,112,30,30,1,1,1,0,0
Get Scapegoat to the Fringe (Canceled),"Please help support Urban Orchard Theatre Company with their debut performance of Scapegoat, an original play, at the Edinburgh Fringe",3000.0,get-scapegoat-to-the-fringe,False,GB,8/1/2016 9:54,6/11/2016 13:49,5/10/2016 9:54,6/8/2016 14:19,False,3,Festivals,"{""web"":{""project"":""https://www.kickstarter.com/projects/810864995/get-scapegoat-to-the-fringe?ref=category"",""rewards"":""https://www.kickstarter.com/projects/810864995/get-scapegoat-to-the-fringe/rewards""}}",Monday,Saturday,Tuesday,Wednesday,8,1,9,6,11,13,5,10,9,6,8,14,29 days 04:25:27.000000000,53 days 19:34:12.000000000,2 days 23:29:28.000000000,29,53,2,0,1,1,0,0
Solid eye MGS4,I want to create a Solid eye 100% functional with modifications in camera to see through and watch for additional controller functions,3000.0,solid-eye-mgs4,False,US,11/26/2015 17:26,11/26/2015 17:26,10/6/2015 12:03,10/12/2015 17:26,False,0,,"{""web"":{""project"":""https://www.kickstarter.com/projects/178878133/solid-eye-mgs4?ref=category"",""rewards"":""https://www.kickstarter.com/projects/178878133/solid-eye-mgs4/rewards""}}",Thursday,Thursday,Tuesday,Monday,11,26,17,11,26,17,10,6,12,10,12,17,6 days 05:23:37.000000000,45 days 00:00:00.000000000,45 days 00:00:01.000000000,6,45,45,0,1,1,0,0
The Elephant of My Heart - a story of wonder and delight,A magical musical jungle adventure for all ages. Young Jessica discovers the power of healing and teaches us all how to fly.,2500.0,the-elephant-of-my-heart-a-story-of-wonder-and-del,False,GB,6/30/2016 1:15,6/30/2016 1:15,5/17/2016 7:22,5/31/2016 1:15,False,30,Festivals,"{""web"":{""project"":""https://www.kickstarter.com/projects/prosperotheatre/the-elephant-of-my-heart-a-story-of-wonder-and-del?ref=category"",""rewards"":""https://www.kickstarter.com/projects/prosperotheatre/the-elephant-of-my-heart-a-story-of-wonder-and-del/rewards""}}",Thursday,Thursday,Tuesday,Tuesday,6,30,1,6,30,1,5,17,7,5,31,1,13 days 17:52:31.000000000,30 days 00:00:00.000000000,30 days 00:00:02.000000000,13,30,30,1,1,1,1,0
removed (Canceled),removed,5000.0,roccat-4-for-mac,False,GB,8/28/2013 11:40,7/30/2013 17:34,7/22/2013 9:51,7/29/2013 11:40,False,0,Software,"{""web"":{""project"":""https://www.kickstarter.com/projects/746464472/roccat-4-for-mac?ref=category"",""rewards"":""https://www.kickstarter.com/projects/746464472/roccat-4-for-mac/rewards""}}",Wednesday,Tuesday,Monday,Monday,8,28,11,7,30,17,7,22,9,7,29,11,7 days 01:49:39.000000000,30 days 00:00:00.000000000,1 days 05:53:49.000000000,7,30,1,0,1,1,0,0
Put an End to Virtual Meeting Waste with Skype for Business,"We will educate Office 365 users on maximizing the return on their investment, eliminating needless spending on meeting software.",12500.0,put-an-end-to-virtual-meeting-waste-with-skype-for,False,US,9/25/2016 21:16,9/25/2016 21:16,7/17/2016 6:52,8/26/2016 21:16,False,12,Software,"{""web"":{""project"":""https://www.kickstarter.com/projects/862971518/put-an-end-to-virtual-meeting-waste-with-skype-for?ref=category"",""rewards"":""https://www.kickstarter.com/projects/862971518/put-an-end-to-virtual-meeting-waste-with-skype-for/rewards""}}",Sunday,Sunday,Sunday,Friday,9,25,21,9,25,21,7,17,6,8,26,21,40 days 14:23:30.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,40,30,30,0,1,1,0,1
Turn Your Chair Into A Recumbent Exercise Cycle + Much More,"Excy is Unmatched In Versatility, Durability, And Portability With Quality Resistance For Total Body Workouts + On-Demand Mobile Coach",19618.0,fit-fitness-anywhere-at-work-home-and-on-the-go-ex,False,US,11/9/2015 21:31,11/9/2015 21:31,9/8/2015 17:01,10/20/2015 21:31,False,72,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/michelemehl/fit-fitness-anywhere-at-work-home-and-on-the-go-ex?ref=category"",""rewards"":""https://www.kickstarter.com/projects/michelemehl/fit-fitness-anywhere-at-work-home-and-on-the-go-ex/rewards""}}",Monday,Monday,Tuesday,Tuesday,11,9,21,11,9,21,9,8,17,10,20,21,42 days 04:30:22.000000000,20 days 00:00:00.000000000,20 days 00:00:01.000000000,42,20,20,1,1,1,1,0
Melteampot the multicultural social network for travellers!,"Melteampot permet de retrouver autour de vous, des compatriotes, des locaux ou d'autres touristes ayant des langues communes avec vous!",15000.0,melteampot-the-multicultural-social-network-for-tr,False,FR,7/5/2015 16:59,7/5/2015 16:59,5/27/2015 11:42,5/29/2015 2:16,False,0,Apps,"{""web"":{""project"":""https://www.kickstarter.com/projects/1076461396/melteampot-the-multicultural-social-network-for-tr?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1076461396/melteampot-the-multicultural-social-network-for-tr/rewards""}}",Sunday,Sunday,Wednesday,Friday,7,5,16,7,5,16,5,27,11,5,29,2,1 days 14:33:57.000000000,37 days 14:42:56.000000000,37 days 14:42:58.000000000,1,37,37,0,0,0,0,1
"Heart2Heart Band (Dating, online dating, connections)","Bringing online dating to the real world... meet your match the old fashioned way, slightly upgraded :-)",20000.0,heart2heart-band-dating-online-dating-connections,False,US,5/13/2015 13:03,5/13/2015 13:03,4/11/2015 13:09,4/13/2015 13:03,False,0,Wearables,"{""web"":{""project"":""https://www.kickstarter.com/projects/227923200/heart2heart-band-dating-online-dating-connections?ref=category"",""rewards"":""https://www.kickstarter.com/projects/227923200/heart2heart-band-dating-online-dating-connections/rewards""}}",Wednesday,Wednesday,Saturday,Monday,5,13,13,5,13,13,4,11,13,4,13,13,1 days 23:53:22.000000000,30 days 00:00:00.000000000,30 days 00:00:01.000000000,1,30,30,0,1,1,0,0
Musiqli - Help us connect Musicians with Ensembles.,Musiqli is a digital resource hub for the classical music community.,15000.0,musiqli-digital-for-the-classical-music-community,False,GB,4/22/2015 12:04,4/22/2015 12:04,2/24/2015 8:52,3/23/2015 12:04,False,74,Software,"{""web"":{""project"":""https://www.kickstarter.com/projects/852058583/musiqli-digital-for-the-classical-music-community?ref=category"",""rewards"":""https://www.kickstarter.com/projects/852058583/musiqli-digital-for-the-classical-music-community/rewards""}}",Wednesday,Wednesday,Tuesday,Monday,4,22,12,4,22,12,2,24,8,3,23,12,27 days 03:12:35.000000000,30 days 00:00:00.000000000,30 days 00:00:03.000000000,27,30,30,0,1,1,0,0
The first HEAD-UP DISPLAY for MOTORCYCLE HELMETS,Keep your eyes on the road with our retrofittable head-up display for your motorcycle helmet.,185000.0,the-first-head-up-display-for-motorcycle-helmets,False,US,1/6/2014 1:59,1/6/2014 1:59,11/5/2013 19:56,11/28/2013 12:07,False,495,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/nuviz/the-first-head-up-display-for-motorcycle-helmets?ref=category"",""rewards"":""https://www.kickstarter.com/projects/nuviz/the-first-head-up-display-for-motorcycle-helmets/rewards""}}",Monday,Monday,Tuesday,Thursday,1,6,1,1,6,1,11,5,19,11,28,12,22 days 16:10:52.000000000,38 days 13:51:32.000000000,38 days 13:51:33.000000000,22,38,38,1,1,1,0,0
Annuaire des artisans marocains sans moyen de marketing ...,Nous dÃ©veloppons un annuaire qui rÃ©pertorie les artisans dÃ©pourvus de moyens de pub en leur donnant une chance de se faire connaÃ®tre,75000.0,annuaire-des-artisans-marocains-sans-moyen-de-mark,False,FR,10/8/2015 8:50,10/8/2015 8:50,9/1/2015 4:12,9/8/2015 8:50,False,1,Web,"{""web"":{""project"":""https://www.kickstarter.com/projects/2011577162/annuaire-des-artisans-marocains-sans-moyen-de-mark?ref=category"",""rewards"":""https://www.kickstarter.com/projects/2011577162/annuaire-des-artisans-marocains-sans-moyen-de-mark/rewards""}}",Thursday,Thursday,Tuesday,Tuesday,10,8,8,10,8,8,9,1,4,9,8,8,7 days 04:38:14.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,7,30,30,0,0,0,1,0
Pipeline - The Developer Friendly E-Commerce Platform,An open source e-commerce platform for rapid theming and customisation. Built with developers and designers in mind from the ground up.,25000.0,pipeline-the-developer-friendly-e-commerce-platfor,False,GB,11/27/2014 15:20,11/27/2014 15:20,5/9/2014 1:17,10/28/2014 15:20,False,7,Web,"{""web"":{""project"":""https://www.kickstarter.com/projects/pipeline/pipeline-the-developer-friendly-e-commerce-platfor?ref=category"",""rewards"":""https://www.kickstarter.com/projects/pipeline/pipeline-the-developer-friendly-e-commerce-platfor/rewards""}}",Thursday,Thursday,Friday,Tuesday,11,27,15,11,27,15,5,9,1,10,28,15,172 days 14:02:28.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,172,30,30,0,1,1,1,0
24 electronica tracks:9 months:music therapy for PTSD,"Hi, David (me) (DALotusBomb) wants to make 2-12 track albums for download. Creating music is good therapy for my PTSD.",2015.0,24-electronica-tracks-in-9-months-ptsd-control,False,US,3/17/2016 12:26,2/18/2016 12:11,2/16/2016 7:22,2/16/2016 12:26,False,0,,"{""web"":{""project"":""https://www.kickstarter.com/projects/720983262/24-electronica-tracks-in-9-months-ptsd-control?ref=category"",""rewards"":""https://www.kickstarter.com/projects/720983262/24-electronica-tracks-in-9-months-ptsd-control/rewards""}}",Thursday,Thursday,Tuesday,Tuesday,3,17,12,2,18,12,2,16,7,2,16,12,0 days 05:03:33.000000000,30 days 00:00:00.000000000,1 days 23:44:33.000000000,0,30,1,0,1,1,1,0
Make a Website from Scratch Without Code- WordPress Course,"Learn to create a website for your business, blog, or portfolio with WordPress in this online course. No coding or experience required.",1000.0,make-a-website-from-scratch-without-code-wordpress,False,US,5/7/2015 9:00,5/7/2015 9:00,3/5/2015 19:23,4/7/2015 9:00,False,136,Web,"{""web"":{""project"":""https://www.kickstarter.com/projects/hokuho/make-a-website-from-scratch-without-code-wordpress?ref=category"",""rewards"":""https://www.kickstarter.com/projects/hokuho/make-a-website-from-scratch-without-code-wordpress/rewards""}}",Thursday,Thursday,Thursday,Tuesday,5,7,9,5,7,9,3,5,19,4,7,9,32 days 13:36:29.000000000,30 days 00:00:00.000000000,30 days 00:00:08.000000000,32,30,30,1,1,1,1,0
